Time,Global IFN Concentration Per Cell,Total Extracellular Virions,Total Extracellular DIPs,Percentage Dead Cells,Percentage Susceptible Cells,Percentage Infected Cells,Percentage Infected DIP-only Cells,Percentage Infected Both Cells,Percentage Antiviral Cells,Regrowth Count,Percentage Susceptible and Antiviral (Real Susceptible cells without regrowthed ones) Cells,Percentage Regrowthed or Regrowthed and Antiviral Cells,Probability Virion Infection,Probability DIP Infection,Per Particle Infection Chance RHO,Total Local Particles,Plaque Percentage,max_global_IFN,time_all_cells_uninfected,Percentage Uninfected Cells,num_plaques,GRID_SIZE,TIMESTEP,IFN_DELAY,STD_IFN_DELAY,ALPHA,RHO,TAU,BURST_SIZE,REGROWTH_MEAN,REGROWTH_STD,TIME_STEPS,MEAN_LYSIS_TIME,STANDARD_LYSIS_TIME,init_v_pfu_per_cell,init_d_pfu_per_cell,MEAN_ANTI_TIME_Per_Cell,STD_ANTI_TIME,R,DIP_BURST_PCT,H,virion_clearance_rate,dip_clearance_rate,option,d_pfu_initial,v_pfu_initial,virionOnlyInfected,dipOnlyInfected,bothInfected
96,0.000000,477394,0,3.695988,79.532407,3.150463,0.000000,0.000000,13.439043,236,79.532407,13.621142,-1.0,-1.0,0.025237,477394,3.695988,0.011142,-1.0,79.714506,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2132.968013,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4083,0,0
97,0.000000,493630,0,3.783179,78.747685,3.156636,0.000000,0.000000,14.137346,227,78.747685,14.312500,-1.0,-1.0,0.025237,493630,3.783179,0.011343,-1.0,78.922840,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2266.043771,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4091,0,0
98,0.000000,510730,0,3.821759,77.865741,3.192130,0.000000,0.000000,14.883488,307,77.865741,15.120370,-1.0,-1.0,0.025237,510730,3.821759,0.011705,-1.0,78.102623,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2199.407975,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4137,0,0
99,0.000000,527250,0,3.854167,76.928241,3.284722,0.000000,0.000000,15.696759,306,76.928241,15.932870,-1.0,-1.0,0.025237,527250,3.854167,0.011960,-1.0,77.164352,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2344.773006,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4257,0,0
100,0.000000,543614,0,3.910494,76.025463,3.358796,0.000000,0.000000,16.490741,278,76.025463,16.705247,-1.0,-1.0,0.025237,543614,3.910494,0.012276,-1.0,76.239969,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2281.316011,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4353,0,0
101,0.000000,561054,0,3.980710,75.039352,3.396605,0.000000,0.000000,17.374228,271,75.039352,17.583333,-1.0,-1.0,0.025237,561054,3.980710,0.012516,-1.0,75.248457,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2428.702247,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4402,0,0
102,0.000000,577882,0,4.023920,74.048611,3.466049,0.000000,0.000000,18.243827,282,74.048611,18.461420,-1.0,-1.0,0.025237,577882,4.023920,0.012600,-1.0,74.266204,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2367.313144,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4492,0,0
103,0.000000,595022,0,4.073302,73.074074,3.517747,0.000000,0.000000,19.098765,306,73.074074,19.334877,-1.0,-1.0,0.025237,595022,4.073302,0.012600,-1.0,73.310185,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2501.002577,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4559,0,0
104,0.000000,613154,0,4.130401,72.033951,3.544753,0.000000,0.000000,20.045525,318,72.033951,20.290895,-1.0,-1.0,0.025237,613154,4.130401,0.012600,-1.0,72.279321,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2417.806338,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4594,0,0
105,0.000000,630866,0,4.178241,71.020062,3.589506,0.000000,0.000000,20.976080,306,71.020062,21.212191,-1.0,-1.0,0.025237,630866,4.178241,0.012600,-1.0,71.256173,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2551.692849,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4652,0,0
106,0.000000,649130,0,4.222222,69.957562,3.626543,0.000000,0.000000,21.948302,318,69.957562,22.193673,-1.0,-1.0,0.025237,649130,4.222222,0.012600,-1.0,70.202932,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2441.759279,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4700,0,0
107,0.000000,667394,0,4.249228,68.840278,3.669753,0.000000,0.000000,22.991512,323,68.840278,23.240741,-1.0,-1.0,0.025237,667394,4.249228,0.013017,-1.0,69.089506,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2581.399788,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4756,0,0
108,0.000000,684138,0,4.277778,67.752315,3.737654,0.000000,0.000000,24.000772,300,67.752315,24.232253,-1.0,-1.0,0.025237,684138,4.277778,0.013418,-1.0,67.983796,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2507.526367,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4844,0,0
109,0.000000,704126,0,4.329475,66.668210,3.714506,0.000000,0.000000,25.022377,344,66.668210,25.287809,-1.0,-1.0,0.025237,704126,4.329475,0.013897,-1.0,66.933642,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2636.356445,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4814,0,0
110,0.000000,723086,0,4.356481,65.527778,3.719136,0.000000,0.000000,26.118827,360,65.527778,26.396605,-1.0,-1.0,0.025237,723086,4.356481,0.013897,-1.0,65.805556,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2537.888592,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4820,0,0
111,0.000000,742326,0,4.371914,64.384259,3.730710,0.000000,0.000000,27.214506,387,64.384259,27.513117,-1.0,-1.0,0.025237,742326,4.371914,0.014028,-1.0,64.682870,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2667.296791,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4835,0,0
112,0.000000,761678,0,4.388117,63.239198,3.760802,0.000000,0.000000,28.310957,390,63.239198,28.611883,-1.0,-1.0,0.025237,761678,4.388117,0.014120,-1.0,63.540123,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2555.863415,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4874,0,0
113,0.000000,781434,0,4.443673,62.099537,3.766204,0.000000,0.000000,29.422068,348,62.099537,29.690586,-1.0,-1.0,0.025237,781434,4.443673,0.014159,-1.0,62.368056,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2676.998374,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4881,0,0
114,0.000000,801178,0,4.458333,60.932870,3.748457,0.000000,0.000000,30.576389,368,60.932870,30.860340,-1.0,-1.0,0.025237,801178,4.458333,0.014159,-1.0,61.216821,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2584.797307,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4858,0,0
115,0.000000,820614,0,4.468364,59.695216,3.757716,0.000000,0.000000,31.784722,381,59.695216,32.078704,-1.0,-1.0,0.025237,820614,4.468364,0.014159,-1.0,59.989198,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2708.533283,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4870,0,0
116,0.000000,839726,0,4.479938,58.494599,3.793210,0.000000,0.000000,32.948302,368,58.494599,33.232253,-1.0,-1.0,0.025237,839726,4.479938,0.014298,-1.0,58.778549,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2589.456596,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4916,0,0
117,0.000000,859078,0,4.515432,57.277006,3.770833,0.000000,0.000000,34.182870,329,57.277006,34.436728,-1.0,-1.0,0.025237,859078,4.515432,0.014298,-1.0,57.530864,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2707.746411,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4887,0,0
118,0.000000,877062,0,4.493827,56.021605,3.752315,0.000000,0.000000,35.444444,373,56.021605,35.732253,-1.0,-1.0,0.025237,877062,4.493827,0.014298,-1.0,56.309414,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2615.753943,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4863,0,0
119,0.000000,897130,0,4.500772,54.804012,3.720679,0.000000,0.000000,36.677469,385,54.804012,36.974537,-1.0,-1.0,0.025237,897130,4.500772,0.014298,-1.0,55.101080,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2726.376025,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4822,0,0
120,0.000000,917342,0,4.514660,53.543210,3.700617,0.000000,0.000000,37.932099,401,53.543210,38.241512,-1.0,-1.0,0.025237,917342,4.514660,0.014298,-1.0,53.852623,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2620.550261,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4796,0,0
121,0.000000,934294,0,4.472222,52.328704,3.727623,0.000000,0.000000,39.178241,380,52.328704,39.471451,-1.0,-1.0,0.025237,934294,4.472222,0.014298,-1.0,52.621914,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2725.559558,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4831,0,0
122,0.000000,952594,0,4.449846,51.052469,3.723765,0.000000,0.000000,40.472222,391,51.052469,40.773920,-1.0,-1.0,0.025237,952594,4.449846,0.014298,-1.0,51.354167,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2610.379071,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4826,0,0
123,0.000000,973806,0,4.475309,49.724537,3.691358,0.000000,0.000000,41.825617,367,49.724537,42.108796,-1.0,-1.0,0.025237,973806,4.475309,0.014337,-1.0,50.007716,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2718.319808,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4784,0,0
124,0.000000,991350,0,4.435957,48.425926,3.679012,0.000000,0.000000,43.163580,383,48.425926,43.459105,-1.0,-1.0,0.025237,991350,4.435957,0.014337,-1.0,48.721451,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2618.731719,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4768,0,0
125,0.000000,1010770,0,4.431327,47.201389,3.639660,0.000000,0.000000,44.439043,374,47.201389,44.727623,-1.0,-1.0,0.025237,1010770,4.431327,0.014337,-1.0,47.489969,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2713.968874,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4717,0,0
126,0.000000,1028934,0,4.391975,45.990741,3.583333,0.000000,0.000000,45.731481,392,45.990741,46.033951,-1.0,-1.0,0.025237,1028934,4.391975,0.014337,-1.0,46.293210,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2577.393309,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4644,0,0
127,0.000000,1047938,0,4.350309,44.741512,3.543210,0.000000,0.000000,47.043210,417,44.741512,47.364969,-1.0,-1.0,0.025237,1047938,4.350309,0.014337,-1.0,45.063272,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2668.408680,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4592,0,0
128,0.000000,1066126,0,4.333333,43.498457,3.533951,0.000000,0.000000,48.346451,373,43.498457,48.634259,-1.0,-1.0,0.025237,1066126,4.333333,0.014337,-1.0,43.786265,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2527.074793,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4580,0,0
129,0.000000,1085526,0,4.327160,42.294753,3.459105,0.000000,0.000000,49.641204,360,42.294753,49.918981,-1.0,-1.0,0.025237,1085526,4.327160,0.014337,-1.0,42.572531,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2610.587603,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4483,0,0
130,0.000000,1102762,0,4.274691,41.051698,3.398920,0.000000,0.000000,50.982253,379,41.051698,51.274691,-1.0,-1.0,0.025237,1102762,4.274691,0.014337,-1.0,41.344136,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2474.230333,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4405,0,0
131,0.000000,1121922,0,4.236111,39.855710,3.319444,0.000000,0.000000,52.280864,399,39.855710,52.588735,-1.0,-1.0,0.025237,1121922,4.236111,0.014337,-1.0,40.163580,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2551.992436,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4302,0,0
132,0.000000,1138926,0,4.153549,38.645833,3.278549,0.000000,0.000000,53.599537,418,38.645833,53.922068,-1.0,-1.0,0.025237,1138926,4.153549,0.014337,-1.0,38.968364,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2435.666783,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4249,0,0
133,0.000000,1154938,0,4.112654,37.467593,3.269290,0.000000,0.000000,54.861883,374,37.467593,55.150463,-1.0,-1.0,0.025237,1154938,4.112654,0.014337,-1.0,37.756173,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2506.495285,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4237,0,0
134,0.000000,1171730,0,4.070988,36.267747,3.224537,0.000000,0.000000,56.154321,366,36.267747,56.436728,-1.0,-1.0,0.025237,1171730,4.070988,0.014337,-1.0,36.550154,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2379.728296,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4179,0,0
135,0.000000,1190582,0,4.047068,35.113426,3.125000,0.000000,0.000000,57.405093,401,35.113426,57.714506,-1.0,-1.0,0.025237,1190582,4.047068,0.014337,-1.0,35.422840,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2446.460772,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,4050,0,0
136,0.000000,1207162,0,3.989198,33.923611,3.084105,0.000000,0.000000,58.711420,378,33.923611,59.003086,-1.0,-1.0,0.025237,1207162,3.989198,0.014337,-1.0,34.215278,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2337.147287,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3997,0,0
137,0.000000,1223834,0,3.936728,32.742284,3.021605,0.000000,0.000000,59.993827,396,32.742284,60.299383,-1.0,-1.0,0.025237,1223834,3.936728,0.014337,-1.0,33.047840,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2400.596005,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3916,0,0
138,0.000000,1240450,0,3.899691,31.650463,2.959105,0.000000,0.000000,61.212191,361,31.650463,61.490741,-1.0,-1.0,0.025237,1240450,3.899691,0.014337,-1.0,31.929012,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2291.265577,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3835,0,0
139,0.000000,1255102,0,3.843364,30.493827,2.932870,0.000000,0.000000,62.483796,319,30.493827,62.729938,-1.0,-1.0,0.025237,1255102,3.843364,0.014337,-1.0,30.739969,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2350.821933,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3801,0,0
140,0.000000,1269626,0,3.756173,29.430556,2.851080,0.000000,0.000000,63.688272,355,29.430556,63.962191,-1.0,-1.0,0.025237,1269626,3.756173,0.014337,-1.0,29.704475,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2240.100283,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3695,0,0
141,0.000000,1283566,0,3.695988,28.334105,2.786265,0.000000,0.000000,64.920525,341,28.334105,65.183642,-1.0,-1.0,0.025237,1283566,3.695988,0.014337,-1.0,28.597222,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2295.123939,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3611,0,0
142,0.000000,1298042,0,3.627315,27.247685,2.726852,0.000000,0.000000,66.128858,349,27.247685,66.398148,-1.0,-1.0,0.025237,1298042,3.627315,0.014337,-1.0,27.516975,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2178.686102,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3534,0,0
143,0.000000,1312442,0,3.554784,26.200617,2.646605,0.000000,0.000000,67.334105,342,26.200617,67.597994,-1.0,-1.0,0.025237,1312442,3.554784,0.014337,-1.0,26.464506,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2228.811518,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3430,0,0
144,0.000000,1326262,0,3.494599,25.166667,2.573302,0.000000,0.000000,68.511574,329,25.166667,68.765432,-1.0,-1.0,0.025237,1326262,3.494599,0.014337,-1.0,25.420525,0,360,1,5,1,1.500000,0.025237,120.000000,100,24.000000,6.000000,145,12.000000,3.000000,0.000386,0.000000,2127.043671,-1.0,1.000000,0,-1.0,-1.0,-1.0,3,0,50,3335,0,0
